Event,Date,Location,Fight,Fighter_A,Fighter_B,Bout,Method,Round,Time,Format,Referee,Details,Winner,Winner_Name,Time_Seconds,Time_Minutes,Round_Format,Unique_Fight_ID
UFC 292: Sterling vs. O'Malley,"August 19, 2023","Boston, Massachusetts, USA",Marlon Vera vs. Pedro Munhoz,Marlon Vera,Pedro Munhoz,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Nick Mahmood 27 - 30. Marcel Valera 27 - 30. Ben Cartlidge 28 - 29.,A,Marlon Vera,300,5.0,3.0,"UFC 292: Sterling vs. O'MalleyMarlon Vera vs. Pedro MunhozAugust 19, 2023"
UFC 292: Sterling vs. O'Malley,"August 19, 2023","Boston, Massachusetts, USA",Chris Weidman vs. Brad Tavares,Chris Weidman,Brad Tavares,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Sal D'amato 27 - 30. Nick Mahmood 27 - 30. Ben Cartlidge 27 - 30.,B,Brad Tavares,300,5.0,3.0,"UFC 292: Sterling vs. O'MalleyChris Weidman vs. Brad TavaresAugust 19, 2023"
UFC 292: Sterling vs. O'Malley,"August 19, 2023","Boston, Massachusetts, USA",Gregory Rodrigues vs. Denis Tiuliulin,Gregory Rodrigues,Denis Tiuliulin,Middleweight Bout,KO/TKO,1,1:43,3 Rnd (5-5-5),Bryan Miner,Elbows to Head From Mount,A,Gregory Rodrigues,103,1.7166666666666666,3.0,"UFC 292: Sterling vs. O'MalleyGregory Rodrigues vs. Denis TiuliulinAugust 19, 2023"
UFC 292: Sterling vs. O'Malley,"August 19, 2023","Boston, Massachusetts, USA",Kurt Holobaugh vs. Austin Hubbard,Kurt Holobaugh,Austin Hubbard,Lightweight Bout,Submission,2,2:39,3 Rnd + OT (5-5-5-5),John English,Triangle Choke From Bottom Guard,A,Kurt Holobaugh,159,2.65,3.0,"UFC 292: Sterling vs. O'MalleyKurt Holobaugh vs. Austin HubbardAugust 19, 2023"
UFC 292: Sterling vs. O'Malley,"August 19, 2023","Boston, Massachusetts, USA",Brad Katona vs. Cody Gibson,Brad Katona,Cody Gibson,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd + OT (5-5-5-5),Marc Goddard,Nick Mahmood 28 - 29. David Ginsberg 28 - 29. Chris Lee 27 - 30.,A,Brad Katona,300,5.0,3.0,"UFC 292: Sterling vs. O'MalleyBrad Katona vs. Cody GibsonAugust 19, 2023"
UFC 292: Sterling vs. O'Malley,"August 19, 2023","Boston, Massachusetts, USA",Andre Petroski vs. Gerald Meerschaert,Andre Petroski,Gerald Meerschaert,Middleweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,Marcel Valera 28 - 29. Sal D'amato 29 - 28. Steve Rita 28 - 29.,A,Andre Petroski,300,5.0,3.0,"UFC 292: Sterling vs. O'MalleyAndre Petroski vs. Gerald MeerschaertAugust 19, 2023"
UFC 292: Sterling vs. O'Malley,"August 19, 2023","Boston, Massachusetts, USA",Andrea Lee vs. Natalia Silva,Andrea Lee,Natalia Silva,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,David Ginsberg 27 - 30. Nick Mahmood 27 - 30. Ben Cartlidge 27 - 30.,B,Natalia Silva,300,5.0,3.0,"UFC 292: Sterling vs. O'MalleyAndrea Lee vs. Natalia SilvaAugust 19, 2023"
UFC 292: Sterling vs. O'Malley,"August 19, 2023","Boston, Massachusetts, USA",Karine Silva vs. Maryna Moroz,Karine Silva,Maryna Moroz,Women's Flyweight Bout,Submission,1,4:59,3 Rnd (5-5-5),John English,Guillotine Choke From Bottom Guard,A,Karine Silva,299,4.983333333333333,3.0,"UFC 292: Sterling vs. O'MalleyKarine Silva vs. Maryna MorozAugust 19, 2023"
UFC Fight Night: Luque vs. Dos Anjos,"August 12, 2023","Las Vegas, Nevada, USA",Vicente Luque vs. Rafael Dos Anjos,Vicente Luque,Rafael Dos Anjos,Welterweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Mark Smith,Ron McCarthy 46 - 49. Sal D'amato 47 - 48. Junichiro Kamijo 47 - 48.,A,Vicente Luque,300,5.0,5.0,"UFC Fight Night: Luque vs. Dos AnjosVicente Luque vs. Rafael Dos AnjosAugust 12, 2023"
UFC Fight Night: Luque vs. Dos Anjos,"August 12, 2023","Las Vegas, Nevada, USA",Cub Swanson vs. Hakeem Dawodu,Cub Swanson,Hakeem Dawodu,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Sal D'amato 28 - 29. Ron McCarthy 28 - 29. Jacob Montalvo 28 - 29.,A,Cub Swanson,300,5.0,3.0,"UFC Fight Night: Luque vs. Dos AnjosCub Swanson vs. Hakeem DawoduAugust 12, 2023"
UFC Fight Night: Luque vs. Dos Anjos,"August 12, 2023","Las Vegas, Nevada, USA",Khalil Rountree Jr. vs. Chris Daukaus,Khalil Rountree Jr.,Chris Daukaus,Light Heavyweight Bout,KO/TKO,1,2:40,3 Rnd (5-5-5),Herb Dean,Punch to Head At Distance,A,Khalil Rountree Jr.,160,2.6666666666666665,3.0,"UFC Fight Night: Luque vs. Dos AnjosKhalil Rountree Jr. vs. Chris DaukausAugust 12, 2023"
UFC Fight Night: Luque vs. Dos Anjos,"August 12, 2023","Las Vegas, Nevada, USA",Polyana Viana vs. Iasmin Lucindo,Polyana Viana,Iasmin Lucindo,Women's Strawweight Bout,Submission,2,3:42,3 Rnd (5-5-5),Chris Tognoni,Arm Triangle From Side Control,B,Iasmin Lucindo,222,3.7,3.0,"UFC Fight Night: Luque vs. Dos AnjosPolyana Viana vs. Iasmin LucindoAugust 12, 2023"
UFC Fight Night: Luque vs. Dos Anjos,"August 12, 2023","Las Vegas, Nevada, USA",AJ Dobson vs. Tafon Nchukwi,AJ Dobson,Tafon Nchukwi,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 28 - 29. Ron McCarthy 28 - 29. Jacob Montalvo 28 - 29.,A,AJ Dobson,300,5.0,3.0,"UFC Fight Night: Luque vs. Dos AnjosAJ Dobson vs. Tafon NchukwiAugust 12, 2023"
UFC Fight Night: Luque vs. Dos Anjos,"August 12, 2023","Las Vegas, Nevada, USA",Josh Fremd vs. Jamie Pickett,Josh Fremd,Jamie Pickett,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Adalaide Byrd 27 - 30. Sal D'amato 27 - 30. Ron McCarthy 27 - 30.,A,Josh Fremd,300,5.0,3.0,"UFC Fight Night: Luque vs. Dos AnjosJosh Fremd vs. Jamie PickettAugust 12, 2023"
UFC Fight Night: Luque vs. Dos Anjos,"August 12, 2023","Las Vegas, Nevada, USA",JP Buys vs. Marcus McGhee,JP Buys,Marcus McGhee,Bantamweight Bout,KO/TKO,1,2:19,3 Rnd (5-5-5),Jason Herzog,Punch to Head At Distance,B,Marcus McGhee,139,2.316666666666667,3.0,"UFC Fight Night: Luque vs. Dos AnjosJP Buys vs. Marcus McGheeAugust 12, 2023"
UFC Fight Night: Luque vs. Dos Anjos,"August 12, 2023","Las Vegas, Nevada, USA",Terrance McKinney vs. Mike Breeden,Terrance McKinney,Mike Breeden,Lightweight Bout,KO/TKO,1,1:25,3 Rnd (5-5-5),Chris Tognoni,Punches to Head At Distance,A,Terrance McKinney,85,1.4166666666666667,3.0,"UFC Fight Night: Luque vs. Dos AnjosTerrance McKinney vs. Mike BreedenAugust 12, 2023"
UFC Fight Night: Luque vs. Dos Anjos,"August 12, 2023","Las Vegas, Nevada, USA",Francis Marshall vs. Isaac Dulgarian,Francis Marshall,Isaac Dulgarian,Featherweight Bout,KO/TKO,1,4:48,3 Rnd (5-5-5),Jason Herzog,Elbows to Head From Mount,B,Isaac Dulgarian,288,4.8,3.0,"UFC Fight Night: Luque vs. Dos AnjosFrancis Marshall vs. Isaac DulgarianAugust 12, 2023"
UFC Fight Night: Luque vs. Dos Anjos,"August 12, 2023","Las Vegas, Nevada, USA",Josh Parisian vs. Martin Buday,Josh Parisian,Martin Buday,Heavyweight Bout,Submission,1,4:11,3 Rnd (5-5-5),Herb Dean,Kimura From Side Control,B,Martin Buday,251,4.183333333333334,3.0,"UFC Fight Night: Luque vs. Dos AnjosJosh Parisian vs. Martin BudayAugust 12, 2023"
UFC Fight Night: Luque vs. Dos Anjos,"August 12, 2023","Las Vegas, Nevada, USA",Jaqueline Amorim vs. Montserrat Conejo Ruiz,Jaqueline Amorim,Montserrat Conejo Ruiz,Women's Strawweight Bout,KO/TKO,3,3:41,3 Rnd (5-5-5),Chris Tognoni,Punches to Head From Mount,A,Jaqueline Amorim,221,3.683333333333333,3.0,"UFC Fight Night: Luque vs. Dos AnjosJaqueline Amorim vs. Montserrat Conejo RuizAugust 12, 2023"
UFC Fight Night: Luque vs. Dos Anjos,"August 12, 2023","Las Vegas, Nevada, USA",Da'Mon Blackshear vs. Jose Johnson,Da'Mon Blackshear,Jose Johnson,Bantamweight Bout,Submission,1,3:47,3 Rnd (5-5-5),Mark Smith,Twister From Back Control,A,Da'Mon Blackshear,227,3.783333333333333,3.0,"UFC Fight Night: Luque vs. Dos AnjosDa'Mon Blackshear vs. Jose JohnsonAugust 12, 2023"
UFC Fight Night: Luque vs. Dos Anjos,"August 12, 2023","Las Vegas, Nevada, USA",Juliana Miller vs. Luana Santos,Juliana Miller,Luana Santos,Women's Flyweight Bout,KO/TKO,1,3:41,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance,B,Luana Santos,221,3.683333333333333,3.0,"UFC Fight Night: Luque vs. Dos AnjosJuliana Miller vs. Luana SantosAugust 12, 2023"
UFC Fight Night: Sandhagen vs. Font,"August 05, 2023","Nashville, Tennessee, USA",Cory Sandhagen vs. Rob Font,Cory Sandhagen,Rob Font,Catch Weight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,Mike Bell 45 - 50. Derek Cleary 45 - 50. Sal D'amato 45 - 50.,A,Cory Sandhagen,300,5.0,5.0,"UFC Fight Night: Sandhagen vs. FontCory Sandhagen vs. Rob FontAugust 05, 2023"
UFC Fight Night: Sandhagen vs. Font,"August 05, 2023","Nashville, Tennessee, USA",Jessica Andrade vs. Tatiana Suarez,Jessica Andrade,Tatiana Suarez,Women's Strawweight Bout,Submission,2,1:31,3 Rnd (5-5-5),Kevin MacDonald,Guillotine Choke After Drop to Guard,B,Tatiana Suarez,91,1.5166666666666666,3.0,"UFC Fight Night: Sandhagen vs. FontJessica Andrade vs. Tatiana SuarezAugust 05, 2023"
UFC Fight Night: Sandhagen vs. Font,"August 05, 2023","Nashville, Tennessee, USA",Dustin Jacoby vs. Kennedy Nzechukwu,Dustin Jacoby,Kennedy Nzechukwu,Light Heavyweight Bout,KO/TKO,1,1:22,3 Rnd (5-5-5),Gary Copeland,Punch to Head At Distance,A,Dustin Jacoby,82,1.3666666666666667,3.0,"UFC Fight Night: Sandhagen vs. FontDustin Jacoby vs. Kennedy NzechukwuAugust 05, 2023"
UFC Fight Night: Sandhagen vs. Font,"August 05, 2023","Nashville, Tennessee, USA",Diego Lopes vs. Gavin Tucker,Diego Lopes,Gavin Tucker,Featherweight Bout,Submission,1,1:38,3 Rnd (5-5-5),Jimmy Neely,Triangle Armbar From Bottom Guard,A,Diego Lopes,98,1.6333333333333333,3.0,"UFC Fight Night: Sandhagen vs. FontDiego Lopes vs. Gavin TuckerAugust 05, 2023"
UFC Fight Night: Sandhagen vs. Font,"August 05, 2023","Nashville, Tennessee, USA",Tanner Boser vs. Aleksa Camur,Tanner Boser,Aleksa Camur,Light Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Justin Brown,Sal D'amato 27 - 30. Anthony Maness 27 - 30. Rick Winter 27 - 30.,A,Tanner Boser,300,5.0,3.0,"UFC Fight Night: Sandhagen vs. FontTanner Boser vs. Aleksa CamurAugust 05, 2023"
UFC Fight Night: Sandhagen vs. Font,"August 05, 2023","Nashville, Tennessee, USA",Ignacio Bahamondes vs. Ludovit Klein,Ignacio Bahamondes,Ludovit Klein,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Rick Winter 27 - 30. Derek Cleary 28 - 29. Anthony Maness 28 - 29.,B,Ludovit Klein,300,5.0,3.0,"UFC Fight Night: Sandhagen vs. FontIgnacio Bahamondes vs. Ludovit KleinAugust 05, 2023"
UFC Fight Night: Sandhagen vs. Font,"August 05, 2023","Nashville, Tennessee, USA",Kyler Phillips vs. Raoni Barcelos,Kyler Phillips,Raoni Barcelos,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Kerri Rowland 27 - 30. Mike Bell 28 - 29. Sal D'amato 28 - 29.,A,Kyler Phillips,300,5.0,3.0,"UFC Fight Night: Sandhagen vs. FontKyler Phillips vs. Raoni BarcelosAugust 05, 2023"
UFC Fight Night: Sandhagen vs. Font,"August 05, 2023","Nashville, Tennessee, USA",Jeremiah Wells vs. Carlston Harris,Jeremiah Wells,Carlston Harris,Welterweight Bout,Submission,3,1:50,3 Rnd (5-5-5),Jason Herzog,Anaconda Choke On Ground,B,Carlston Harris,110,1.8333333333333333,3.0,"UFC Fight Night: Sandhagen vs. FontJeremiah Wells vs. Carlston HarrisAugust 05, 2023"
UFC Fight Night: Sandhagen vs. Font,"August 05, 2023","Nashville, Tennessee, USA",Billy Quarantillo vs. Damon Jackson,Billy Quarantillo,Damon Jackson,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kevin MacDonald,Mike Bell 28 - 29. Derek Cleary 28 - 29. Rick Winter 28 - 29.,A,Billy Quarantillo,300,5.0,3.0,"UFC Fight Night: Sandhagen vs. FontBilly Quarantillo vs. Damon JacksonAugust 05, 2023"
UFC Fight Night: Sandhagen vs. Font,"August 05, 2023","Nashville, Tennessee, USA",Cody Durden vs. Jake Hadley,Cody Durden,Jake Hadley,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jimmy Neely,Sal D'amato 27 - 30. Anthony Maness 27 - 30. Kerri Rowland 27 - 30.,A,Cody Durden,300,5.0,3.0,"UFC Fight Night: Sandhagen vs. FontCody Durden vs. Jake HadleyAugust 05, 2023"
UFC Fight Night: Sandhagen vs. Font,"August 05, 2023","Nashville, Tennessee, USA",Sean Woodson vs. Dennis Buzukja,Sean Woodson,Dennis Buzukja,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Justin Brown,Mike Bell 27 - 30. Derek Cleary 27 - 30. Kerri Rowland 27 - 30.,A,Sean Woodson,300,5.0,3.0,"UFC Fight Night: Sandhagen vs. FontSean Woodson vs. Dennis BuzukjaAugust 05, 2023"
UFC Fight Night: Sandhagen vs. Font,"August 05, 2023","Nashville, Tennessee, USA",Ode Osbourne vs. Assu Almabayev,Ode Osbourne,Assu Almabayev,Flyweight Bout,Submission,2,3:11,3 Rnd (5-5-5),Gary Copeland,Rear Naked Choke,B,Assu Almabayev,191,3.183333333333333,3.0,"UFC Fight Night: Sandhagen vs. FontOde Osbourne vs. Assu AlmabayevAugust 05, 2023"
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023","Salt Lake City, Utah, USA",Dustin Poirier vs. Justin Gaethje,Dustin Poirier,Justin Gaethje,Lightweight Bout,KO/TKO,2,1:00,5 Rnd (5-5-5-5-5),Herb Dean,Kick to Head At Distance,B,Justin Gaethje,60,1.0,5.0,"UFC 291: Poirier vs. Gaethje 2Dustin Poirier vs. Justin GaethjeJuly 29, 2023"
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023","Salt Lake City, Utah, USA",Jan Blachowicz vs. Alex Pereira,Jan Blachowicz,Alex Pereira,Light Heavyweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc Goddard,Derek Cleary 28 - 29. Junichiro Kamijo 29 - 28. Ron McCarthy 28 - 29.,B,Alex Pereira,300,5.0,3.0,"UFC 291: Poirier vs. Gaethje 2Jan Blachowicz vs. Alex PereiraJuly 29, 2023"
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023","Salt Lake City, Utah, USA",Derrick Lewis vs. Marcos Rogerio de Lima,Derrick Lewis,Marcos Rogerio de Lima,Heavyweight Bout,KO/TKO,1,0:33,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head On Ground,A,Derrick Lewis,33,0.55,3.0,"UFC 291: Poirier vs. Gaethje 2Derrick Lewis vs. Marcos Rogerio de LimaJuly 29, 2023"
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023","Salt Lake City, Utah, USA",Tony Ferguson vs. Bobby Green,Tony Ferguson,Bobby Green,Lightweight Bout,Submission,3,4:54,3 Rnd (5-5-5),Dan Miragliotta,Arm Triangle From Half Guard,B,Bobby Green,294,4.9,3.0,"UFC 291: Poirier vs. Gaethje 2Tony Ferguson vs. Bobby GreenJuly 29, 2023"
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023","Salt Lake City, Utah, USA",Michael Chiesa vs. Kevin Holland,Michael Chiesa,Kevin Holland,Welterweight Bout,Submission,1,2:39,3 Rnd (5-5-5),Marc Goddard,D'Arce Choke On Ground,B,Kevin Holland,159,2.65,3.0,"UFC 291: Poirier vs. Gaethje 2Michael Chiesa vs. Kevin HollandJuly 29, 2023"
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023","Salt Lake City, Utah, USA",Gabriel Bonfim vs. Trevin Giles,Gabriel Bonfim,Trevin Giles,Welterweight Bout,Submission,1,1:13,3 Rnd (5-5-5),Herb Dean,Guillotine Choke After Drop to Guard,A,Gabriel Bonfim,73,1.2166666666666666,3.0,"UFC 291: Poirier vs. Gaethje 2Gabriel Bonfim vs. Trevin GilesJuly 29, 2023"
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023","Salt Lake City, Utah, USA",CJ Vergara vs. Vinicius Salvador,CJ Vergara,Vinicius Salvador,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dave Seljestad,Steve Faragher 28 - 29. Derek Cleary 28 - 29. Junichiro Kamijo 28 - 29.,A,CJ Vergara,300,5.0,3.0,"UFC 291: Poirier vs. Gaethje 2CJ Vergara vs. Vinicius SalvadorJuly 29, 2023"
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023","Salt Lake City, Utah, USA",Roman Kopylov vs. Claudio Ribeiro,Roman Kopylov,Claudio Ribeiro,Middleweight Bout,KO/TKO,2,0:33,3 Rnd (5-5-5),Marc Goddard,Kick to Head At Distance,A,Roman Kopylov,33,0.55,3.0,"UFC 291: Poirier vs. Gaethje 2Roman Kopylov vs. Claudio RibeiroJuly 29, 2023"
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023","Salt Lake City, Utah, USA",Jake Matthews vs. Darrius Flowers,Jake Matthews,Darrius Flowers,Welterweight Bout,Submission,2,2:37,3 Rnd (5-5-5),Tyler Tomlinson,Rear Naked Choke,A,Jake Matthews,157,2.6166666666666667,3.0,"UFC 291: Poirier vs. Gaethje 2Jake Matthews vs. Darrius FlowersJuly 29, 2023"
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023","Salt Lake City, Utah, USA",Matthew Semelsberger vs. Uros Medic,Matthew Semelsberger,Uros Medic,Welterweight Bout,KO/TKO,3,2:36,3 Rnd (5-5-5),Tyler Tomlinson,Spinning Back Elbow to Head At Distance,B,Uros Medic,156,2.6,3.0,"UFC 291: Poirier vs. Gaethje 2Matthew Semelsberger vs. Uros MedicJuly 29, 2023"
UFC 291: Poirier vs. Gaethje 2,"July 29, 2023","Salt Lake City, Utah, USA",Miranda Maverick vs. Priscila Cachoeira,Miranda Maverick,Priscila Cachoeira,Women's Flyweight Bout,Submission,3,2:11,3 Rnd (5-5-5),Dave Seljestad,Armbar From Mount,A,Miranda Maverick,131,2.183333333333333,3.0,"UFC 291: Poirier vs. Gaethje 2Miranda Maverick vs. Priscila CachoeiraJuly 29, 2023"
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023","London, England, United Kingdom",Tom Aspinall vs. Marcin Tybura,Tom Aspinall,Marcin Tybura,Heavyweight Bout,KO/TKO,1,1:13,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head At Distance,A,Tom Aspinall,73,1.2166666666666666,5.0,"UFC Fight Night: Aspinall vs. TyburaTom Aspinall vs. Marcin TyburaJuly 22, 2023"
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023","London, England, United Kingdom",Molly McCann vs. Julija Stoliarenko,Molly McCann,Julija Stoliarenko,Women's Flyweight Bout,Submission,1,1:55,3 Rnd (5-5-5),Jason Herzog,Armbar From Guard,B,Julija Stoliarenko,115,1.9166666666666667,3.0,"UFC Fight Night: Aspinall vs. TyburaMolly McCann vs. Julija StoliarenkoJuly 22, 2023"
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023","London, England, United Kingdom",Nathaniel Wood vs. Andre Fili,Nathaniel Wood,Andre Fili,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mike Bell 28 - 29. Junichiro Kamijo 28 - 29. Cezary Wojciechowski 28 - 29.,A,Nathaniel Wood,300,5.0,3.0,"UFC Fight Night: Aspinall vs. TyburaNathaniel Wood vs. Andre FiliJuly 22, 2023"
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023","London, England, United Kingdom",Paul Craig vs. Andre Muniz,Paul Craig,Andre Muniz,Middleweight Bout,KO/TKO,2,4:40,3 Rnd (5-5-5),Daniel Movahedi,Elbows to Head From Mount,A,Paul Craig,280,4.666666666666667,3.0,"UFC Fight Night: Aspinall vs. TyburaPaul Craig vs. Andre MunizJuly 22, 2023"
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023","London, England, United Kingdom",Jai Herbert vs. Fares Ziam,Jai Herbert,Fares Ziam,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 28 - 29. Cezary Wojciechowski 28 - 29. Junichiro Kamijo 27 - 30.,B,Fares Ziam,300,5.0,3.0,"UFC Fight Night: Aspinall vs. TyburaJai Herbert vs. Fares ZiamJuly 22, 2023"
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023","London, England, United Kingdom",Lerone Murphy vs. Josh Culibao,Lerone Murphy,Josh Culibao,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Loic Pora,Ben Cartlidge 26 - 30. Darryl Ransom 26 - 30. David Lethaby 27 - 30.,A,Lerone Murphy,300,5.0,3.0,"UFC Fight Night: Aspinall vs. TyburaLerone Murphy vs. Josh CulibaoJuly 22, 2023"
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023","London, England, United Kingdom",Davey Grant vs. Daniel Marcos,Davey Grant,Daniel Marcos,Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc Goddard,Clemens Werner 28 - 29. Anders Ohlsson 29 - 28. Cezary Wojciechowski 28 - 29.,B,Daniel Marcos,300,5.0,3.0,"UFC Fight Night: Aspinall vs. TyburaDavey Grant vs. Daniel MarcosJuly 22, 2023"
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023","London, England, United Kingdom",Danny Roberts vs. Jonny Parsons,Danny Roberts,Jonny Parsons,Welterweight Bout,KO/TKO,2,4:57,3 Rnd (5-5-5),Jason Herzog,Punches to Head At Distance,B,Jonny Parsons,297,4.95,3.0,"UFC Fight Night: Aspinall vs. TyburaDanny Roberts vs. Jonny ParsonsJuly 22, 2023"
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023","London, England, United Kingdom",Marc Diakiese vs. Joel Alvarez,Marc Diakiese,Joel Alvarez,Lightweight Bout,Submission,2,4:26,3 Rnd (5-5-5),Daniel Movahedi,D'Arce Choke From Side Control,B,Joel Alvarez,266,4.433333333333334,3.0,"UFC Fight Night: Aspinall vs. TyburaMarc Diakiese vs. Joel AlvarezJuly 22, 2023"
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023","London, England, United Kingdom",Mick Parkin vs. Jamal Pogues,Mick Parkin,Jamal Pogues,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Loic Pora,Mike Bell 27 - 30. Darryl Ransom 27 - 30. Clemens Werner 27 - 30.,A,Mick Parkin,300,5.0,3.0,"UFC Fight Night: Aspinall vs. TyburaMick Parkin vs. Jamal PoguesJuly 22, 2023"
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023","London, England, United Kingdom",Makhmud Muradov vs. Bryan Barberena,Makhmud Muradov,Bryan Barberena,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Junichiro Kamijo 27 - 30. David Lethaby 27 - 30. Anders Ohlsson 27 - 30.,A,Makhmud Muradov,300,5.0,3.0,"UFC Fight Night: Aspinall vs. TyburaMakhmud Muradov vs. Bryan BarberenaJuly 22, 2023"
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023","London, England, United Kingdom",Ketlen Vieira vs. Pannie Kianzad,Ketlen Vieira,Pannie Kianzad,Women's Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 28 - 29. Ben Cartlidge 28 - 29. Cezary Wojciechowski 28 - 29.,A,Ketlen Vieira,300,5.0,3.0,"UFC Fight Night: Aspinall vs. TyburaKetlen Vieira vs. Pannie KianzadJuly 22, 2023"
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023","London, England, United Kingdom",Chris Duncan vs. Yanal Ashmouz,Chris Duncan,Yanal Ashmouz,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Loic Pora,David Lethaby 27 - 30. Darryl Ransom 27 - 30. Junichiro Kamijo 28 - 29.,A,Chris Duncan,300,5.0,3.0,"UFC Fight Night: Aspinall vs. TyburaChris Duncan vs. Yanal AshmouzJuly 22, 2023"
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023","London, England, United Kingdom",Shauna Bannon vs. Bruna Brasil,Shauna Bannon,Bruna Brasil,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Daniel Movahedi,Mike Bell 28 - 29. Clemens Werner 28 - 29. Anders Ohlsson 27 - 30.,B,Bruna Brasil,300,5.0,3.0,"UFC Fight Night: Aspinall vs. TyburaShauna Bannon vs. Bruna BrasilJuly 22, 2023"
UFC Fight Night: Aspinall vs. Tybura,"July 22, 2023","London, England, United Kingdom",Jafel Filho vs. Daniel Barez,Jafel Filho,Daniel Barez,Flyweight Bout,Submission,1,3:26,3 Rnd (5-5-5),Marc Goddard,Arm Triangle From Mount,A,Jafel Filho,206,3.433333333333333,3.0,"UFC Fight Night: Aspinall vs. TyburaJafel Filho vs. Daniel BarezJuly 22, 2023"
