Event,Date,Location,Fight,Fighter_A,Fighter_B,Bout,Method,Round,Time,Format,Referee,Details,Winner,Winner_Name,Event_Link
UFC 295: Prochazka vs. Pereira,2023-11-11,"New York City, New York, USA",John Castaneda vs. Kyung Ho Kang,John Castaneda,Kyung Ho Kang,Catch Weight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Derek Cleary 27 - 30. Eric Colon 27 - 30. Chris Lee 27 - 30.,A,John Castaneda,http://www.ufcstats.com/event-details/5a558ba1ff5e9121
UFC 295: Prochazka vs. Pereira,2023-11-11,"New York City, New York, USA",Jared Gordon vs. Mark Madsen,Jared Gordon,Mark Madsen,Lightweight Bout,KO/TKO,1,4:42,3 Rnd (5-5-5),Marc Goddard,Punch to Head In Clinch,A,Jared Gordon,http://www.ufcstats.com/event-details/5a558ba1ff5e9121
UFC 295: Prochazka vs. Pereira,2023-11-11,"New York City, New York, USA",Mateusz Rebecki vs. Roosevelt Roberts,Mateusz Rebecki,Roosevelt Roberts,Lightweight Bout,Submission,1,3:08,3 Rnd (5-5-5),Mike Beltran,Armbar From Bottom Guard,A,Mateusz Rebecki,http://www.ufcstats.com/event-details/5a558ba1ff5e9121
UFC 295: Prochazka vs. Pereira,2023-11-11,"New York City, New York, USA",Tabatha Ricci vs. Loopy Godinez,Tabatha Ricci,Loopy Godinez,Women's Strawweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Derek Cleary 28 - 29. Sal D'amato 28 - 29. Bryan Miner 30 - 27.,B,Loopy Godinez,http://www.ufcstats.com/event-details/5a558ba1ff5e9121
UFC 295: Prochazka vs. Pereira,2023-11-11,"New York City, New York, USA",Sergei Pavlovich vs. Tom Aspinall,Sergei Pavlovich,Tom Aspinall,UFC Interim Heavyweight Title Bout,KO/TKO,1,1:09,5 Rnd (5-5-5-5-5),Dan Miragliotta,Punch to Head At Distance,B,Tom Aspinall,http://www.ufcstats.com/event-details/5a558ba1ff5e9121
UFC 295: Prochazka vs. Pereira,2023-11-11,"New York City, New York, USA",Diego Lopes vs. Pat Sabatini,Diego Lopes,Pat Sabatini,Featherweight Bout,KO/TKO,1,1:30,3 Rnd (5-5-5),Keith Peterson,Punches to Head At Distance,A,Diego Lopes,http://www.ufcstats.com/event-details/5a558ba1ff5e9121
UFC 295: Prochazka vs. Pereira,2023-11-11,"New York City, New York, USA",Matt Frevola vs. Benoit Saint Denis,Matt Frevola,Benoit Saint Denis,Lightweight Bout,KO/TKO,1,1:31,3 Rnd (5-5-5),Mike Beltran,Kick to Head At Distance,B,Benoit Saint Denis,http://www.ufcstats.com/event-details/5a558ba1ff5e9121
UFC 295: Prochazka vs. Pereira,2023-11-11,"New York City, New York, USA",Jessica Andrade vs. Mackenzie Dern,Jessica Andrade,Mackenzie Dern,Women's Strawweight Bout,KO/TKO,2,3:15,3 Rnd (5-5-5),Keith Peterson,Punch to Head At Distance,A,Jessica Andrade,http://www.ufcstats.com/event-details/5a558ba1ff5e9121
UFC 295: Prochazka vs. Pereira,2023-11-11,"New York City, New York, USA",Jiri Prochazka vs. Alex Pereira,Jiri Prochazka,Alex Pereira,UFC Light Heavyweight Title Bout,KO/TKO,2,4:08,5 Rnd (5-5-5-5-5),Marc Goddard,Elbows to Head On Ground,B,Alex Pereira,http://www.ufcstats.com/event-details/5a558ba1ff5e9121
UFC 295: Prochazka vs. Pereira,2023-11-11,"New York City, New York, USA",Steve Erceg vs. Alessandro Costa,Steve Erceg,Alessandro Costa,Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Sal D'amato 28 - 29. Chris Lee 28 - 29. Chris Bolinski 28 - 29.,A,Steve Erceg,http://www.ufcstats.com/event-details/5a558ba1ff5e9121
UFC Fight Night: Almeida vs. Lewis,2023-11-04,"Sao Paulo, Sao Paulo, Brazil",Vitor Petrino vs. Modestas Bukauskas,Vitor Petrino,Modestas Bukauskas,Light Heavyweight Bout,KO/TKO,2,1:03,3 Rnd (5-5-5),Marc Goddard,Punch to Head At Distance,A,Vitor Petrino,http://www.ufcstats.com/event-details/7c4ec656d8fcb867
UFC Fight Night: Almeida vs. Lewis,2023-11-04,"Sao Paulo, Sao Paulo, Brazil",Angela Hill vs. Denise Gomes,Angela Hill,Denise Gomes,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Fernando Portella,Sal D'amato 27 - 30. Dave Tirelli 28 - 29. Alessandro Vieira 28 - 29.,A,Angela Hill,http://www.ufcstats.com/event-details/7c4ec656d8fcb867
UFC Fight Night: Almeida vs. Lewis,2023-11-04,"Sao Paulo, Sao Paulo, Brazil",Jailton Almeida vs. Derrick Lewis,Jailton Almeida,Derrick Lewis,Heavyweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,Fabio Alves 44 - 50. Sal D'amato 44 - 50. Dave Tirelli 45 - 50.,A,Jailton Almeida,http://www.ufcstats.com/event-details/7c4ec656d8fcb867
UFC Fight Night: Almeida vs. Lewis,2023-11-04,"Sao Paulo, Sao Paulo, Brazil",Kaue Fernandes vs. Marc Diakiese,Kaue Fernandes,Marc Diakiese,Lightweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Jason Herzog,Dave Tirelli 29 - 28. Fabio Alves 28 - 29. Hallison Pontes 27 - 30.,B,Marc Diakiese,http://www.ufcstats.com/event-details/7c4ec656d8fcb867
UFC Fight Night: Almeida vs. Lewis,2023-11-04,"Sao Paulo, Sao Paulo, Brazil",Eduarda Moura vs. Montserrat Conejo Ruiz,Eduarda Moura,Montserrat Conejo Ruiz,Women's Strawweight Bout,KO/TKO,2,2:14,3 Rnd (5-5-5),Joao Claudio Soares,Punches to Head From Mount,A,Eduarda Moura,http://www.ufcstats.com/event-details/7c4ec656d8fcb867
UFC Fight Night: Almeida vs. Lewis,2023-11-04,"Sao Paulo, Sao Paulo, Brazil",Caio Borralho vs. Abus Magomedov,Caio Borralho,Abus Magomedov,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Fabio Alves 27 - 30. Sal D'amato 28 - 29. Dave Tirelli 28 - 29.,A,Caio Borralho,http://www.ufcstats.com/event-details/7c4ec656d8fcb867
UFC Fight Night: Almeida vs. Lewis,2023-11-04,"Sao Paulo, Sao Paulo, Brazil",Gabriel Bonfim vs. Nicolas Dalby,Gabriel Bonfim,Nicolas Dalby,Welterweight Bout,KO/TKO,2,4:33,3 Rnd (5-5-5),Jason Herzog,Knees to Head In Clinch,B,Nicolas Dalby,http://www.ufcstats.com/event-details/7c4ec656d8fcb867
UFC Fight Night: Almeida vs. Lewis,2023-11-04,"Sao Paulo, Sao Paulo, Brazil",Elves Brener vs. Kaynan Kruschewsky,Elves Brener,Kaynan Kruschewsky,Catch Weight Bout,KO/TKO,1,4:01,3 Rnd (5-5-5),Osiris Maia,Punch to Head At Distance,A,Elves Brener,http://www.ufcstats.com/event-details/7c4ec656d8fcb867
UFC Fight Night: Almeida vs. Lewis,2023-11-04,"Sao Paulo, Sao Paulo, Brazil",Rodrigo Nascimento vs. Don'Tale Mayes,Rodrigo Nascimento,Don'Tale Mayes,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Osiris Maia,Hallison Pontes 27 - 30. Fabio Alves 28 - 29. Dave Tirelli 28 - 29.,A,Rodrigo Nascimento,http://www.ufcstats.com/event-details/7c4ec656d8fcb867
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Ikram Aliskerov vs. Warlley Alves,Ikram Aliskerov,Warlley Alves,Middleweight Bout,KO/TKO,1,2:07,3 Rnd (5-5-5),Lukasz Bosacki,Punches to Head At Distance,A,Ikram Aliskerov,http://www.ufcstats.com/event-details/13a0fb8fbdafb54f
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Viktoriia Dudakova vs. Jinh Yu Frey,Viktoriia Dudakova,Jinh Yu Frey,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Daniel Movahedi,Derek Cleary 28 - 29. David Lethaby 28 - 29. Cezary Wojciechowski 28 - 29.,A,Viktoriia Dudakova,http://www.ufcstats.com/event-details/13a0fb8fbdafb54f
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Abu Azaitar vs. Sedriques Dumas,Abu Azaitar,Sedriques Dumas,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Derek Cleary 28 - 29. Darryl Ransom 28 - 29. Clemens Werner 28 - 29.,B,Sedriques Dumas,http://www.ufcstats.com/event-details/13a0fb8fbdafb54f
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Kamaru Usman vs. Khamzat Chimaev,Kamaru Usman,Khamzat Chimaev,Middleweight Bout,Decision - Majority,3,5:00,3 Rnd (5-5-5),Jason Herzog,Derek Cleary 27 - 29. David Lethaby 28 - 28. Vito Paolillo 27 - 29.,B,Khamzat Chimaev,http://www.ufcstats.com/event-details/13a0fb8fbdafb54f
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Said Nurmagomedov vs. Muin Gafurov,Said Nurmagomedov,Muin Gafurov,Bantamweight Bout,Submission,1,1:13,3 Rnd (5-5-5),Marc Goddard,Guillotine Choke In Clinch,A,Said Nurmagomedov,http://www.ufcstats.com/event-details/13a0fb8fbdafb54f
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Islam Makhachev vs. Alexander Volkanovski,Islam Makhachev,Alexander Volkanovski,UFC Lightweight Title Bout,KO/TKO,1,3:06,5 Rnd (5-5-5-5-5),Marc Goddard,Kick to Head At Distance,A,Islam Makhachev,http://www.ufcstats.com/event-details/13a0fb8fbdafb54f
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Mohammad Yahya vs. Trevor Peek,Mohammad Yahya,Trevor Peek,Lightweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Daniel Movahedi,Ben Cartlidge 28 - 29. Vito Paolillo 27 - 30. Clemens Werner 27 - 30.,B,Trevor Peek,http://www.ufcstats.com/event-details/13a0fb8fbdafb54f
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Nathaniel Wood vs. Muhammad Naimov,Nathaniel Wood,Muhammad Naimov,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Lukasz Bosacki,Vito Paolillo 28 - 29. Darryl Ransom 28 - 29. Clemens Werner 28 - 29.,B,Muhammad Naimov,http://www.ufcstats.com/event-details/13a0fb8fbdafb54f
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Tim Elliott vs. Muhammad Mokaev,Tim Elliott,Muhammad Mokaev,Flyweight Bout,Submission,3,3:03,3 Rnd (5-5-5),Jason Herzog,Arm Triangle From Mount,B,Muhammad Mokaev,http://www.ufcstats.com/event-details/13a0fb8fbdafb54f
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Shara Magomedov vs. Bruno Silva,Shara Magomedov,Bruno Silva,Middleweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Ben Cartlidge 27 - 30. Vito Paolillo 27 - 30. Darryl Ransom 27 - 30.,A,Shara Magomedov,http://www.ufcstats.com/event-details/13a0fb8fbdafb54f
UFC 294: Makhachev vs. Volkanovski 2,2023-10-21,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Mike Breeden vs. Anshul Jubli,Mike Breeden,Anshul Jubli,Lightweight Bout,KO/TKO,3,3:00,3 Rnd (5-5-5),Marc Goddard,Punch to Head At Distance,A,Mike Breeden,http://www.ufcstats.com/event-details/13a0fb8fbdafb54f
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,"Las Vegas, Nevada, USA",Andre Petroski vs. Michel Pereira,Andre Petroski,Michel Pereira,Middleweight Bout,KO/TKO,1,1:06,3 Rnd (5-5-5),Chris Tognoni,Punch to Head At Distance,B,Michel Pereira,http://www.ufcstats.com/event-details/f3a078277b3b8ff4
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,"Las Vegas, Nevada, USA",Darren Elkins vs. TJ Brown,Darren Elkins,TJ Brown,Featherweight Bout,Submission,3,2:23,3 Rnd (5-5-5),Kerry Hatley,Rear Naked Choke,A,Darren Elkins,http://www.ufcstats.com/event-details/f3a078277b3b8ff4
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,"Las Vegas, Nevada, USA",Ashley Yoder vs. Emily Ducote,Ashley Yoder,Emily Ducote,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Derek Cleary 27 - 30. Eric Colon 28 - 29. Sal D'amato 28 - 29.,B,Emily Ducote,http://www.ufcstats.com/event-details/f3a078277b3b8ff4
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,"Las Vegas, Nevada, USA",Jennifer Maia vs. Viviane Araujo,Jennifer Maia,Viviane Araujo,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Sal D'amato 28 - 29. Junichiro Kamijo 28 - 29. Ron McCarthy 28 - 29.,B,Viviane Araujo,http://www.ufcstats.com/event-details/f3a078277b3b8ff4
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,"Las Vegas, Nevada, USA",Christian Rodriguez vs. Cameron Saaiman,Christian Rodriguez,Cameron Saaiman,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Derek Cleary 27 - 30. Tony Weeks 27 - 30. Sal D'amato 28 - 29.,A,Christian Rodriguez,http://www.ufcstats.com/event-details/f3a078277b3b8ff4
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,"Las Vegas, Nevada, USA",Sodiq Yusuff vs. Edson Barboza,Sodiq Yusuff,Edson Barboza,Featherweight Bout,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Chris Lee 46 - 49. Derek Cleary 46 - 48. Sal D'amato 46 - 48.,B,Edson Barboza,http://www.ufcstats.com/event-details/f3a078277b3b8ff4
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,"Las Vegas, Nevada, USA",Irina Alekseeva vs. Melissa Dixon,Irina Alekseeva,Melissa Dixon,Women's Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Chris Lee 27 - 30. Derek Cleary 28 - 29. Anthony Maness 28 - 29.,B,Melissa Dixon,http://www.ufcstats.com/event-details/f3a078277b3b8ff4
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,"Las Vegas, Nevada, USA",Jonathan Martinez vs. Adrian Yanez,Jonathan Martinez,Adrian Yanez,Bantamweight Bout,KO/TKO,2,2:26,3 Rnd (5-5-5),Kerry Hatley,Kicks to Leg At Distance,A,Jonathan Martinez,http://www.ufcstats.com/event-details/f3a078277b3b8ff4
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,"Las Vegas, Nevada, USA",Tainara Lisboa vs. Ravena Oliveira,Tainara Lisboa,Ravena Oliveira,Women's Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Eric Colon 28 - 29. Junichiro Kamijo 28 - 29. Anthony Maness 28 - 29.,A,Tainara Lisboa,http://www.ufcstats.com/event-details/f3a078277b3b8ff4
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,"Las Vegas, Nevada, USA",Terrance McKinney vs. Brendon Marotte,Terrance McKinney,Brendon Marotte,Lightweight Bout,KO/TKO,1,0:20,3 Rnd (5-5-5),Herb Dean,Knee to Head In Clinch,A,Terrance McKinney,http://www.ufcstats.com/event-details/f3a078277b3b8ff4
UFC Fight Night: Yusuff vs. Barboza,2023-10-14,"Las Vegas, Nevada, USA",Chris Gutierrez vs. Alatengheili,Chris Gutierrez,Alatengheili,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Sal D'amato 27 - 30. Ron McCarthy 27 - 30. Bryan Miner 27 - 30.,A,Chris Gutierrez,http://www.ufcstats.com/event-details/f3a078277b3b8ff4
UFC Fight Night: Dawson vs. Green,2023-10-07,"Las Vegas, Nevada, USA",Alex Morono vs. Joaquin Buckley,Alex Morono,Joaquin Buckley,Welterweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Sal D'amato 27 - 30. Jacob Montalvo 27 - 30. Junichiro Kamijo 26 - 30.,B,Joaquin Buckley,http://www.ufcstats.com/event-details/c8a49ff2acb6f3c5
UFC Fight Night: Dawson vs. Green,2023-10-07,"Las Vegas, Nevada, USA",Karolina Kowalkiewicz vs. Diana Belbita,Karolina Kowalkiewicz,Diana Belbita,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Sal D'amato 27 - 30. Jacob Montalvo 27 - 30. Chris Lee 27 - 30.,A,Karolina Kowalkiewicz,http://www.ufcstats.com/event-details/c8a49ff2acb6f3c5
UFC Fight Night: Dawson vs. Green,2023-10-07,"Las Vegas, Nevada, USA",Joe Pyfer vs. Abdul Razak Alhassan,Joe Pyfer,Abdul Razak Alhassan,Middleweight Bout,Submission,2,2:05,3 Rnd (5-5-5),Mark Smith,Arm Triangle From Side Control,A,Joe Pyfer,http://www.ufcstats.com/event-details/c8a49ff2acb6f3c5
UFC Fight Night: Dawson vs. Green,2023-10-07,"Las Vegas, Nevada, USA",Montana De La Rosa vs. JJ Aldrich,Montana De La Rosa,JJ Aldrich,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,Eric Colon 27 - 30. Sal D'amato 27 - 30. Junichiro Kamijo 27 - 30.,B,JJ Aldrich,http://www.ufcstats.com/event-details/c8a49ff2acb6f3c5
UFC Fight Night: Dawson vs. Green,2023-10-07,"Las Vegas, Nevada, USA",Grant Dawson vs. Bobby Green,Grant Dawson,Bobby Green,Lightweight Bout,KO/TKO,1,0:33,5 Rnd (5-5-5-5-5),Keith Peterson,Punch to Head At Distance,B,Bobby Green,http://www.ufcstats.com/event-details/c8a49ff2acb6f3c5
UFC Fight Night: Dawson vs. Green,2023-10-07,"Las Vegas, Nevada, USA",Drew Dober vs. Ricky Glenn,Drew Dober,Ricky Glenn,Lightweight Bout,KO/TKO,1,2:36,3 Rnd (5-5-5),Chris Tognoni,Punches to Head At Distance,A,Drew Dober,http://www.ufcstats.com/event-details/c8a49ff2acb6f3c5
UFC Fight Night: Dawson vs. Green,2023-10-07,"Las Vegas, Nevada, USA",Nate Maness vs. Mateus Mendonca,Nate Maness,Mateus Mendonca,Flyweight Bout,KO/TKO,1,4:40,3 Rnd (5-5-5),Chris Tognoni,Punches to Head From Guard,A,Nate Maness,http://www.ufcstats.com/event-details/c8a49ff2acb6f3c5
UFC Fight Night: Dawson vs. Green,2023-10-07,"Las Vegas, Nevada, USA",Aoriqileng vs. Johnny Munoz,Aoriqileng,Johnny Munoz,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Junichiro Kamijo 28 - 29. Jacob Montalvo 28 - 29. Chris Lee 28 - 29.,A,Aoriqileng,http://www.ufcstats.com/event-details/c8a49ff2acb6f3c5
UFC Fight Night: Dawson vs. Green,2023-10-07,"Las Vegas, Nevada, USA",Vanessa Demopoulos vs. Kanako Murata,Vanessa Demopoulos,Kanako Murata,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Eric Colon 28 - 29. Sal D'amato 28 - 29. Chris Lee 28 - 29.,A,Vanessa Demopoulos,http://www.ufcstats.com/event-details/c8a49ff2acb6f3c5
UFC Fight Night: Dawson vs. Green,2023-10-07,"Las Vegas, Nevada, USA",Alexander Hernandez vs. Bill Algeo,Alexander Hernandez,Bill Algeo,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,Junichiro Kamijo 27 - 30. Chris Lee 27 - 30. Rick Winter 27 - 30.,B,Bill Algeo,http://www.ufcstats.com/event-details/c8a49ff2acb6f3c5
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,"Las Vegas, Nevada, USA",Tamires Vidal vs. Montserrat Rendon,Tamires Vidal,Montserrat Rendon,Women's Bantamweight Bout,Decision - Split,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Junichiro Kamijo 28 - 29. Chris Leben 29 - 28. Jacob Montalvo 28 - 29.,B,Montserrat Rendon,http://www.ufcstats.com/event-details/c945adc22c2bfe8f
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,"Las Vegas, Nevada, USA",Rafael Fiziev vs. Mateusz Gamrot,Rafael Fiziev,Mateusz Gamrot,Lightweight Bout,KO/TKO,2,2:03,5 Rnd (5-5-5-5-5),Herb Dean,to Leg Injury,B,Mateusz Gamrot,http://www.ufcstats.com/event-details/c945adc22c2bfe8f
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,"Las Vegas, Nevada, USA",Marina Rodriguez vs. Michelle Waterson-Gomez,Marina Rodriguez,Michelle Waterson-Gomez,Women's Strawweight Bout,KO/TKO,2,2:42,3 Rnd (5-5-5),Kerry Hatley,Punches to Head From Mount,A,Marina Rodriguez,http://www.ufcstats.com/event-details/c945adc22c2bfe8f
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,"Las Vegas, Nevada, USA",Bryan Battle vs. AJ Fletcher,Bryan Battle,AJ Fletcher,Welterweight Bout,Submission,2,4:32,3 Rnd (5-5-5),Dan Miragliotta,Rear Naked Choke,A,Bryan Battle,http://www.ufcstats.com/event-details/c945adc22c2bfe8f
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,"Las Vegas, Nevada, USA",Ricardo Ramos vs. Charles Jourdain,Ricardo Ramos,Charles Jourdain,Featherweight Bout,Submission,1,3:12,3 Rnd (5-5-5),Herb Dean,Guillotine Choke From Bottom Guard,B,Charles Jourdain,http://www.ufcstats.com/event-details/c945adc22c2bfe8f
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,"Las Vegas, Nevada, USA",Bryce Mitchell vs. Dan Ige,Bryce Mitchell,Dan Ige,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Junichiro Kamijo 27 - 30. David Lethaby 28 - 29. Jacob Montalvo 28 - 29.,A,Bryce Mitchell,http://www.ufcstats.com/event-details/c945adc22c2bfe8f
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,"Las Vegas, Nevada, USA",Tim Means vs. Andre Fialho,Tim Means,Andre Fialho,Welterweight Bout,KO/TKO,3,1:15,3 Rnd (5-5-5),Dan Miragliotta,Punches to Head At Distance,A,Tim Means,http://www.ufcstats.com/event-details/c945adc22c2bfe8f
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,"Las Vegas, Nevada, USA",Mohammed Usman vs. Jake Collier,Mohammed Usman,Jake Collier,Heavyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dan Miragliotta,Jacob Montalvo 27 - 30. David Lethaby 28 - 29. Tony Weeks 28 - 29.,A,Mohammed Usman,http://www.ufcstats.com/event-details/c945adc22c2bfe8f
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,"Las Vegas, Nevada, USA",Mizuki vs. Hannah Goldy,Mizuki,Hannah Goldy,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mark Smith,Adalaide Byrd 28 - 29. Junichiro Kamijo 28 - 29. David Lethaby 28 - 29.,A,Mizuki,http://www.ufcstats.com/event-details/c945adc22c2bfe8f
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,"Las Vegas, Nevada, USA",Dan Argueta vs. Miles Johns,Dan Argueta,Miles Johns,Bantamweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Kerry Hatley,Junichiro Kamijo 27 - 30. Anthony Maness 27 - 30. Jacob Montalvo 28 - 29.,B,Miles Johns,http://www.ufcstats.com/event-details/c945adc22c2bfe8f
UFC Fight Night: Fiziev vs. Gamrot,2023-09-23,"Las Vegas, Nevada, USA",Jacob Malkoun vs. Cody Brundage,Jacob Malkoun,Cody Brundage,Middleweight Bout,DQ,1,4:15,3 Rnd (5-5-5),Mark Smith,Strike to back of head,B,Cody Brundage,http://www.ufcstats.com/event-details/c945adc22c2bfe8f
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,"Las Vegas, Nevada, USA",Loopy Godinez vs. Elise Reed,Loopy Godinez,Elise Reed,Women's Strawweight Bout,Submission,2,3:38,3 Rnd (5-5-5),Herb Dean,Rear Naked Choke,A,Loopy Godinez,http://www.ufcstats.com/event-details/8fa2b06572365321
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,"Las Vegas, Nevada, USA",Roman Kopylov vs. Josh Fremd,Roman Kopylov,Josh Fremd,Middleweight Bout,KO/TKO,2,4:44,3 Rnd (5-5-5),Mark Smith,Punch to Body At Distance,A,Roman Kopylov,http://www.ufcstats.com/event-details/8fa2b06572365321
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,"Las Vegas, Nevada, USA",Alex Reyes vs. Charlie Campbell,Alex Reyes,Charlie Campbell,Lightweight Bout,KO/TKO,1,3:38,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance,B,Charlie Campbell,http://www.ufcstats.com/event-details/8fa2b06572365321
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,"Las Vegas, Nevada, USA",Josefine Knutsson vs. Marnic Mann,Josefine Knutsson,Marnic Mann,Women's Strawweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 24 - 30. Sal D'amato 25 - 30. Bryan Miner 27 - 30.,A,Josefine Knutsson,http://www.ufcstats.com/event-details/8fa2b06572365321
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,"Las Vegas, Nevada, USA",Fernando Padilla vs. Kyle Nelson,Fernando Padilla,Kyle Nelson,Featherweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Mike Bell 28 - 29. Adalaide Byrd 28 - 29. Sal D'amato 27 - 30.,B,Kyle Nelson,http://www.ufcstats.com/event-details/8fa2b06572365321
UFC Fight Night: Grasso vs. Shevchenko 2,2023-09-16,"Las Vegas, Nevada, USA",Tracy Cortez vs. Jasmine Jasudavicius,Tracy Cortez,Jasmine Jasudavicius,Women's Flyweight Bout,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 27 - 30. Sal D'amato 27 - 30. Jacob Montalvo 28 - 29.,A,Tracy Cortez,http://www.ufcstats.com/event-details/8fa2b06572365321
